Country,Tanzania,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,98%,Percent who believe religion when science & religion disagree,86%
Country,Thailand,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,93%,Percent who believe religion when science & religion disagree,29%
Country,Togo,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,84%,Percent who believe religion when science & religion disagree,75%
Country,Tunisia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,93%,Percent who believe religion when science & religion disagree,70%
Country,Turkey,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,78%,Percent who believe religion when science & religion disagree,51%
Country,Turkmenistan,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,78%,Percent who believe religion when science & religion disagree,11%
Country,Uganda,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,97%,Percent who believe religion when science & religion disagree,73%
Country,Ukraine,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,49%,Percent who believe religion when science & religion disagree,34%
Country,UK,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,46%,Percent who believe religion when science & religion disagree,42%
Country,USA,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,72%,Percent who believe religion when science & religion disagree,60%
Country,Uruguay,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,54%,Percent who believe religion when science & religion disagree,42%
Country,Uzbekistan,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,64%,Percent who believe religion when science & religion disagree,22%
Country,Venezuela,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,82%,Percent who believe religion when science & religion disagree,76%
Country,Yemen,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,98%,Percent who believe religion when science & religion disagree,78%
Country,Zambia,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,96%,Percent who believe religion when science & religion disagree,86%
Country,Zimbabwe,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,96%,Percent who believe religion when science & religion disagree,62%
Country,Northern Cyprus,Chart 4.16,Chart 4.16: Scatterplot exploring percentage of people with religious faith who religion is an important part of their lives and who believe their religious teachings when science disagrees ,,,Percentage of people who have a religion & say it is important in their daily lives,77%,Percent who believe religion when science & religion disagree,19%
